_id,almacenamiento_numero,dbscan_cluster,dbscan_es_ruido,fecha_clustering_dbscan,marca_especif,precio_numerico,prediction,ram_numero
6a217e5b8267300cb074e8b8,512.0,1,False,2026-06-04 20:59:36.598,0.0,769990.0,0,16.0
6a217e5b8267300cb074e8b9,512.0,1,False,2026-06-04 20:59:36.599,0.0,445990.0,0,8.0
6a217e5b8267300cb074e8bb,512.0,1,False,2026-06-04 20:59:36.599,0.0,769990.0,0,16.0
6a217e5b8267300cb074e8c6,128.0,1,False,2026-06-04 20:59:36.599,0.0,482591.0,0,16.0
6a217e5b8267300cb074e8c7,1024.0,0,False,2026-06-04 20:59:36.599,0.0,3099990.0,1,32.0
6a217e5b8267300cb074e8c8,128.0,1,False,2026-06-04 20:59:36.599,0.0,617280.0,0,4.0
6a217e5b8267300cb074e8c9,256.0,1,False,2026-06-04 20:59:36.599,0.0,529990.0,0,8.0
6a217e5b8267300cb074e8cc,512.0,1,False,2026-06-04 20:59:36.599,0.0,1079990.0,4,16.0
6a217e5b8267300cb074e8d0,512.0,1,False,2026-06-04 20:59:36.599,0.0,715990.0,0,16.0
6a217e5b8267300cb074e8d1,512.0,1,False,2026-06-04 20:59:36.599,0.0,705990.0,0,8.0
6a217e5b8267300cb074e8d5,512.0,1,False,2026-06-04 20:59:36.599,0.0,429990.0,0,8.0
6a217e5b8267300cb074e8d9,512.0,1,False,2026-06-04 20:59:36.599,0.0,715990.0,0,16.0
6a217e5b8267300cb074e8da,512.0,1,False,2026-06-04 20:59:36.599,0.0,699990.0,0,8.0
6a217e5b8267300cb074e8dd,512.0,1,False,2026-06-04 20:59:36.599,0.0,1030422.0,0,8.0
6a217e5b8267300cb074e8e4,512.0,1,False,2026-06-04 20:59:36.599,0.0,419990.0,0,8.0
6a217e5b8267300cb074e8e5,1024.0,1,False,2026-06-04 20:59:36.599,0.0,1149990.0,4,16.0
6a217e5b8267300cb074e8e9,512.0,1,False,2026-06-04 20:59:36.599,0.0,706990.0,0,8.0
6a217e5b8267300cb074e8ef,512.0,1,False,2026-06-04 20:59:36.599,0.0,455990.0,0,8.0
6a217e5b8267300cb074e8f3,1024.0,1,False,2026-06-04 20:59:36.599,0.0,669990.0,4,16.0
6a217e5b8267300cb074e8fa,512.0,1,False,2026-06-04 20:59:36.599,0.0,559990.0,0,16.0
6a217e5b8267300cb074e905,512.0,1,False,2026-06-04 20:59:36.599,0.0,1364990.0,4,16.0
6a217e5b8267300cb074e90e,1024.0,1,False,2026-06-04 20:59:36.599,0.0,669990.0,4,16.0
6a217e5b8267300cb074e910,512.0,1,False,2026-06-04 20:59:36.600,0.0,679990.0,0,8.0
6a217e5b8267300cb074e911,256.0,1,False,2026-06-04 20:59:36.600,0.0,399990.0,0,8.0
6a217e5b8267300cb074e913,512.0,1,False,2026-06-04 20:59:36.600,0.0,290000.0,0,8.0
6a217e5b8267300cb074e918,1024.0,2,False,2026-06-04 20:59:36.600,0.0,1699990.0,1,24.0
6a217e5b8267300cb074e91e,1024.0,0,False,2026-06-04 20:59:36.600,0.0,1994990.0,1,32.0
6a217e5b8267300cb074e921,512.0,1,False,2026-06-04 20:59:36.600,0.0,1152990.0,0,8.0
6a217e5b8267300cb074e926,512.0,1,False,2026-06-04 20:59:36.600,0.0,1148990.0,4,16.0
6a217e5b8267300cb074e92e,512.0,1,False,2026-06-04 20:59:36.600,0.0,504990.0,0,8.0
6a217e5b8267300cb074e930,512.0,1,False,2026-06-04 20:59:36.600,0.0,649990.0,0,8.0
6a217e5b8267300cb074e936,512.0,1,False,2026-06-04 20:59:36.600,0.0,480990.0,0,8.0
6a217e5b8267300cb074e938,1024.0,1,False,2026-06-04 20:59:36.600,0.0,1029990.0,4,16.0
6a217e5b8267300cb074e939,1024.0,0,False,2026-06-04 20:59:36.600,0.0,1849000.0,1,32.0
6a217e5b8267300cb074e93c,512.0,1,False,2026-06-04 20:59:36.600,0.0,1349990.0,4,16.0
6a217e5b8267300cb074e943,512.0,1,False,2026-06-04 20:59:36.600,0.0,715990.0,0,16.0
6a217e5b8267300cb074e944,256.0,1,False,2026-06-04 20:59:36.600,0.0,320000.0,0,8.0
6a217e5b8267300cb074e946,256.0,1,False,2026-06-04 20:59:36.601,0.0,449990.0,0,8.0
6a217e5b8267300cb074e94c,256.0,1,False,2026-06-04 20:59:36.601,0.0,447833.0,0,8.0
6a217e5b8267300cb074e94d,1024.0,0,False,2026-06-04 20:59:36.601,0.0,1159190.0,1,32.0
6a217e5b8267300cb074e954,2048.0,3,False,2026-06-04 20:59:36.601,0.0,4127900.0,2,32.0
6a217e5b8267300cb074e955,512.0,1,False,2026-06-04 20:59:36.601,0.0,671990.0,0,8.0
6a217e5b8267300cb074e956,256.0,1,False,2026-06-04 20:59:36.601,0.0,359990.0,0,8.0
6a217e5b8267300cb074e958,128.0,1,False,2026-06-04 20:59:36.601,0.0,299990.0,0,4.0
6a217e5b8267300cb074e962,256.0,1,False,2026-06-04 20:59:36.601,0.0,189990.0,0,8.0
6a217e5b8267300cb074e96a,512.0,1,False,2026-06-04 20:59:36.601,0.0,543990.0,0,8.0
6a217e5b8267300cb074e877,1024.0,0,False,2026-06-04 20:59:36.601,8.0,2250877.0,1,32.0
6a217e5b8267300cb074e879,1024.0,0,False,2026-06-04 20:59:36.602,8.0,2720943.0,1,32.0
6a217e5b8267300cb074e87a,1024.0,1,False,2026-06-04 20:59:36.602,8.0,2250877.0,1,16.0
6a217e5b8267300cb074e87e,256.0,1,False,2026-06-04 20:59:36.602,12.0,699990.0,0,8.0
6a217e5b8267300cb074e880,1024.0,0,False,2026-06-04 20:59:36.602,0.0,1941990.0,1,32.0
6a217e5b8267300cb074e884,512.0,1,False,2026-06-04 20:59:36.602,0.0,649990.0,0,16.0
6a217e5b8267300cb074e885,512.0,1,False,2026-06-04 20:59:36.602,0.0,736990.0,0,8.0
6a217e5b8267300cb074e889,512.0,1,False,2026-06-04 20:59:36.602,0.0,1323190.0,4,16.0
6a217e5b8267300cb074e88a,1024.0,0,False,2026-06-04 20:59:36.602,0.0,1599990.0,1,32.0
6a217e5b8267300cb074e88b,1024.0,1,False,2026-06-04 20:59:36.602,0.0,649990.0,4,16.0
6a217e5b8267300cb074e891,1024.0,0,False,2026-06-04 20:59:36.602,0.0,1954990.0,1,32.0
6a217e5b8267300cb074e894,512.0,1,False,2026-06-04 20:59:36.602,0.0,584990.0,0,8.0
6a217e5b8267300cb074e896,1024.0,1,False,2026-06-04 20:59:36.602,0.0,1799990.0,1,16.0
6a217e5b8267300cb074e8a7,512.0,1,False,2026-06-04 20:59:36.602,0.0,499900.0,0,8.0
6a217e5b8267300cb074e8a8,256.0,1,False,2026-06-04 20:59:36.602,0.0,549990.0,0,16.0
6a217e5b8267300cb074e8ab,1024.0,0,False,2026-06-04 20:59:36.602,0.0,1994990.0,1,32.0
6a217e5b8267300cb074e8ac,1024.0,0,False,2026-06-04 20:59:36.602,0.0,2069990.0,1,32.0
6a217e5b8267300cb074e8ae,1024.0,1,False,2026-06-04 20:59:36.602,0.0,669990.0,4,16.0
6a217e5b8267300cb074e8b3,1024.0,0,False,2026-06-04 20:59:36.602,0.0,2069990.0,1,32.0
6a217e5b8267300cb074e8b4,1024.0,1,False,2026-06-04 20:59:36.602,0.0,611990.0,4,8.0
6a217e5b8267300cb074e8b7,1024.0,0,False,2026-06-04 20:59:36.602,0.0,1149990.0,1,32.0
6a217e5b8267300cb074e8be,1024.0,0,False,2026-06-04 20:59:36.603,0.0,2583928.0,1,32.0
6a217e5b8267300cb074e8c0,512.0,1,False,2026-06-04 20:59:36.603,0.0,989990.0,0,8.0
6a217e5b8267300cb074e8c3,512.0,1,False,2026-06-04 20:59:36.603,0.0,889990.0,0,16.0
6a217e5b8267300cb074e8ca,512.0,2,False,2026-06-04 20:59:36.603,0.0,2099990.0,1,32.0
6a217e5b8267300cb074e8ce,256.0,1,False,2026-06-04 20:59:36.603,0.0,439990.0,0,8.0
6a217e5b8267300cb074e8d8,512.0,1,False,2026-06-04 20:59:36.603,0.0,538990.0,0,16.0
6a217e5b8267300cb074e8df,1024.0,1,False,2026-06-04 20:59:36.603,0.0,749990.0,4,16.0
6a217e5b8267300cb074e8e3,512.0,4,False,2026-06-04 20:59:36.603,0.0,2946990.0,1,16.0
6a217e5b8267300cb074e8e7,1024.0,0,False,2026-06-04 20:59:36.603,0.0,1994990.0,1,32.0
6a217e5b8267300cb074e8ec,256.0,1,False,2026-06-04 20:59:36.603,0.0,583990.0,0,8.0
6a217e5b8267300cb074e8fc,1024.0,0,False,2026-06-04 20:59:36.603,0.0,1199990.0,1,32.0
6a217e5b8267300cb074e8fe,1024.0,0,False,2026-06-04 20:59:36.603,0.0,1994990.0,1,32.0
6a217e5b8267300cb074e903,1024.0,0,False,2026-06-04 20:59:36.603,0.0,2259990.0,1,32.0
6a217e5b8267300cb074e906,1024.0,0,False,2026-06-04 20:59:36.603,0.0,1799990.0,1,32.0
6a217e5b8267300cb074e907,256.0,1,False,2026-06-04 20:59:36.603,0.0,689990.0,0,8.0
6a217e5b8267300cb074e909,128.0,1,False,2026-06-04 20:59:36.603,0.0,559743.0,0,16.0
6a217e5b8267300cb074e912,1024.0,1,False,2026-06-04 20:59:36.603,0.0,1166990.0,4,16.0
6a217e5b8267300cb074e916,1024.0,1,False,2026-06-04 20:59:36.604,0.0,999990.0,4,16.0
6a217e5b8267300cb074e919,1024.0,1,False,2026-06-04 20:59:36.604,0.0,582990.0,4,4.0
6a217e5b8267300cb074e91f,512.0,1,False,2026-06-04 20:59:36.604,0.0,1056990.0,0,8.0
6a217e5b8267300cb074e924,512.0,1,False,2026-06-04 20:59:36.604,0.0,719990.0,0,8.0
6a217e5b8267300cb074e92f,256.0,1,False,2026-06-04 20:59:36.604,0.0,289990.0,0,8.0
6a217e5b8267300cb074e932,1024.0,1,False,2026-06-04 20:59:36.604,0.0,1189990.0,4,16.0
6a217e5b8267300cb074e937,512.0,1,False,2026-06-04 20:59:36.604,0.0,847990.0,0,16.0
6a217e5b8267300cb074e93d,1024.0,0,False,2026-06-04 20:59:36.604,0.0,2559990.0,1,32.0
6a217e5b8267300cb074e93f,1024.0,1,False,2026-06-04 20:59:36.604,0.0,637990.0,4,8.0
6a217e5b8267300cb074e941,512.0,1,False,2026-06-04 20:59:36.604,0.0,1377990.0,4,16.0
6a217e5b8267300cb074e942,512.0,1,False,2026-06-04 20:59:36.604,0.0,855990.0,0,16.0
6a217e5b8267300cb074e94a,512.0,1,False,2026-06-04 20:59:36.604,0.0,629990.0,0,16.0
6a217e5b8267300cb074e94f,1024.0,1,False,2026-06-04 20:59:36.604,0.0,2169990.0,1,16.0
6a217e5b8267300cb074e957,1024.0,1,False,2026-06-04 20:59:36.604,0.0,299990.0,0,4.0
6a217e5b8267300cb074e95b,256.0,1,False,2026-06-04 20:59:36.604,0.0,528990.0,0,8.0
6a217e5b8267300cb074e95f,1024.0,1,False,2026-06-04 20:59:36.605,0.0,2207990.0,1,16.0
6a217e5b8267300cb074e961,1024.0,1,False,2026-06-04 20:59:36.605,0.0,669990.0,4,16.0
6a217e5b8267300cb074e963,128.0,1,False,2026-06-04 20:59:36.605,0.0,1199990.0,0,4.0
6a217e5b8267300cb074e964,512.0,1,False,2026-06-04 20:59:36.605,0.0,859990.0,0,16.0
6a217e5b8267300cb074e971,1024.0,1,False,2026-06-04 20:59:36.605,0.0,1364990.0,4,16.0
6a217e5b8267300cb074e972,256.0,1,False,2026-06-04 20:59:36.605,0.0,583990.0,0,8.0
6a217e5b8267300cb074e97e,512.0,1,False,2026-06-04 20:59:36.605,0.0,1399990.0,4,16.0
6a217e5b8267300cb074e97f,512.0,1,False,2026-06-04 20:59:36.605,0.0,559990.0,0,8.0
6a217e5b8267300cb074e982,1024.0,0,False,2026-06-04 20:59:36.605,0.0,1428990.0,1,32.0
6a217e5b8267300cb074e984,64.0,1,False,2026-06-04 20:59:36.605,0.0,249990.0,0,4.0
6a217e5b8267300cb074e986,1024.0,1,False,2026-06-04 20:59:36.605,0.0,529990.0,4,16.0
6a217e5b8267300cb074e96c,512.0,1,False,2026-06-04 20:59:36.605,0.0,679990.0,0,8.0
6a217e5b8267300cb074e978,256.0,1,False,2026-06-04 20:59:36.605,0.0,329990.0,0,12.0
6a217e5b8267300cb074e983,1024.0,-1,True,2026-06-04 20:59:36.605,0.0,2741910.0,3,64.0
6a217e5b8267300cb074e987,512.0,1,False,2026-06-04 20:59:36.605,0.0,757990.0,0,8.0
6a217e5b8267300cb074e996,512.0,1,False,2026-06-04 20:59:36.605,0.0,799990.0,4,24.0
6a217e5b8267300cb074e99d,256.0,1,False,2026-06-04 20:59:36.605,0.0,269990.0,0,8.0
6a217e5b8267300cb074e9a8,512.0,1,False,2026-06-04 20:59:36.605,0.0,1129990.0,4,16.0
6a217e5b8267300cb074e9aa,512.0,1,False,2026-06-04 20:59:36.606,0.0,999990.0,0,8.0
6a217e5b8267300cb074e9af,1024.0,1,False,2026-06-04 20:59:36.606,0.0,2501990.0,1,16.0
6a217e5b8267300cb074e9b3,512.0,1,False,2026-06-04 20:59:36.606,0.0,889990.0,0,16.0
6a217e5b8267300cb074e9b7,1024.0,1,False,2026-06-04 20:59:36.606,0.0,669990.0,4,16.0
6a217e5b8267300cb074e9ba,1024.0,1,False,2026-06-04 20:59:36.606,0.0,2895990.0,1,16.0
6a217e5b8267300cb074e9c4,512.0,1,False,2026-06-04 20:59:36.606,0.0,429990.0,0,8.0
6a217e5b8267300cb074e9c5,1024.0,1,False,2026-06-04 20:59:36.606,0.0,869990.0,4,16.0
6a217e5b8267300cb074e9c6,1024.0,0,False,2026-06-04 20:59:36.606,0.0,1774144.0,1,32.0
6a217e5b8267300cb074e9c8,1024.0,1,False,2026-06-04 20:59:36.606,0.0,1881990.0,1,16.0
6a217e5b8267300cb074e9d3,512.0,1,False,2026-06-04 20:59:36.606,0.0,819990.0,0,16.0
6a217e5b8267300cb074e9d6,256.0,1,False,2026-06-04 20:59:36.606,0.0,389728.0,0,8.0
6a217e5b8267300cb074e9e1,512.0,1,False,2026-06-04 20:59:36.606,0.0,784990.0,0,8.0
6a217e5b8267300cb074e9e7,1024.0,0,False,2026-06-04 20:59:36.606,0.0,999990.0,1,32.0
6a217e5b8267300cb074e9e8,512.0,1,False,2026-06-04 20:59:36.607,0.0,1015429.0,4,16.0
6a217e5b8267300cb074e9ef,256.0,1,False,2026-06-04 20:59:36.607,0.0,583990.0,0,8.0
6a217e5b8267300cb074e9f4,1024.0,0,False,2026-06-04 20:59:36.607,0.0,1994990.0,1,32.0
6a217e5b8267300cb074e9f5,512.0,1,False,2026-06-04 20:59:36.607,0.0,1029990.0,4,16.0
6a217e5b8267300cb074e9fa,512.0,1,False,2026-06-04 20:59:36.607,0.0,715990.0,0,16.0
6a217e5b8267300cb074ea15,512.0,1,False,2026-06-04 20:59:36.607,0.0,819990.0,0,16.0
6a217e5b8267300cb074ea29,1024.0,1,False,2026-06-04 20:59:36.607,0.0,1699990.0,1,16.0
6a217e5b8267300cb074ea31,512.0,1,False,2026-06-04 20:59:36.607,0.0,499990.0,0,8.0
6a217e5b8267300cb074ea39,512.0,1,False,2026-06-04 20:59:36.607,0.0,649990.0,0,16.0
6a217e5b8267300cb074ea3e,512.0,1,False,2026-06-04 20:59:36.607,0.0,599990.0,0,16.0
6a217e5b8267300cb074ea41,512.0,1,False,2026-06-04 20:59:36.607,0.0,690000.0,0,16.0
6a217e5b8267300cb074ea48,512.0,1,False,2026-06-04 20:59:36.607,0.0,875990.0,0,16.0
6a217e5b8267300cb074ea4b,1024.0,1,False,2026-06-04 20:59:36.607,0.0,1429757.0,4,16.0
6a217e5b8267300cb074ea4e,512.0,1,False,2026-06-04 20:59:36.607,0.0,1476990.0,4,16.0
6a217e5b8267300cb074ea51,512.0,1,False,2026-06-04 20:59:36.607,0.0,614990.0,0,8.0
6a217e5b8267300cb074ea52,1024.0,0,False,2026-06-04 20:59:36.607,0.0,2100990.0,1,32.0
6a217e5b8267300cb074ea56,1024.0,1,False,2026-06-04 20:59:36.607,0.0,1829990.0,1,16.0
6a217e5b8267300cb074ea57,1024.0,1,False,2026-06-04 20:59:36.607,0.0,1529990.0,4,16.0
6a217e5b8267300cb074ea5a,512.0,1,False,2026-06-04 20:59:36.607,0.0,385478.0,0,8.0
6a217e5b8267300cb074ea5f,1024.0,1,False,2026-06-04 20:59:36.607,0.0,2080990.0,1,16.0
6a217e5b8267300cb074ea60,512.0,1,False,2026-06-04 20:59:36.608,0.0,883800.0,0,16.0
6a217e5b8267300cb074ea63,1024.0,1,False,2026-06-04 20:59:36.608,0.0,919990.0,4,16.0
6a217e5b8267300cb074ea69,1024.0,0,False,2026-06-04 20:59:36.608,0.0,959990.0,1,32.0
6a217e5b8267300cb074ea6b,1024.0,0,False,2026-06-04 20:59:36.608,0.0,1625998.0,1,32.0
6a217e5b8267300cb074e989,512.0,1,False,2026-06-04 20:59:36.608,0.0,771990.0,0,8.0
6a217e5b8267300cb074e98b,512.0,1,False,2026-06-04 20:59:36.608,0.0,1106990.0,4,16.0
6a217e5b8267300cb074e991,512.0,1,False,2026-06-04 20:59:36.608,0.0,1579990.0,4,16.0
6a217e5b8267300cb074e992,1024.0,0,False,2026-06-04 20:59:36.608,0.0,2178990.0,1,32.0
6a217e5b8267300cb074e993,1024.0,0,False,2026-06-04 20:59:36.608,0.0,2945990.0,1,32.0
6a217e5b8267300cb074e994,512.0,1,False,2026-06-04 20:59:36.609,0.0,989990.0,0,8.0
6a217e5b8267300cb074e997,512.0,1,False,2026-06-04 20:59:36.609,0.0,799990.0,0,16.0
6a217e5b8267300cb074e998,1024.0,1,False,2026-06-04 20:59:36.609,0.0,809910.0,4,16.0
6a217e5b8267300cb074e999,512.0,1,False,2026-06-04 20:59:36.609,0.0,1029990.0,4,16.0
6a217e5b8267300cb074e99a,512.0,1,False,2026-06-04 20:59:36.609,0.0,509990.0,0,8.0
6a217e5b8267300cb074e9a7,256.0,1,False,2026-06-04 20:59:36.609,0.0,299990.0,0,8.0
6a217e5b8267300cb074e9b1,1024.0,0,False,2026-06-04 20:59:36.610,0.0,1599990.0,1,32.0
6a217e5b8267300cb074e9b5,512.0,1,False,2026-06-04 20:59:36.610,0.0,849990.0,0,8.0
6a217e5b8267300cb074e9c9,512.0,1,False,2026-06-04 20:59:36.610,0.0,659990.0,0,8.0
6a217e5b8267300cb074e9ca,512.0,1,False,2026-06-04 20:59:36.610,0.0,815294.0,0,8.0
6a217e5b8267300cb074e9cb,512.0,1,False,2026-06-04 20:59:36.610,0.0,667990.0,0,16.0
6a217e5b8267300cb074e9d1,512.0,1,False,2026-06-04 20:59:36.610,0.0,1414990.0,4,16.0
6a217e5b8267300cb074e9d7,256.0,1,False,2026-06-04 20:59:36.610,0.0,1137990.0,0,8.0
6a217e5b8267300cb074e9db,1024.0,0,False,2026-06-04 20:59:36.610,0.0,1885108.0,1,32.0
6a217e5b8267300cb074e9dc,512.0,1,False,2026-06-04 20:59:36.610,0.0,469990.0,0,8.0
6a217e5b8267300cb074e9de,512.0,1,False,2026-06-04 20:59:36.610,0.0,1025990.0,4,16.0
6a217e5b8267300cb074e9df,512.0,1,False,2026-06-04 20:59:36.610,0.0,1322990.0,4,16.0
6a217e5b8267300cb074e9e5,512.0,1,False,2026-06-04 20:59:36.610,0.0,1129990.0,4,16.0
6a217e5b8267300cb074e9e6,512.0,1,False,2026-06-04 20:59:36.611,0.0,899990.0,0,16.0
6a217e5b8267300cb074e9e9,1024.0,0,False,2026-06-04 20:59:36.611,0.0,2559990.0,1,32.0
6a217e5b8267300cb074e9f2,512.0,1,False,2026-06-04 20:59:36.611,0.0,715990.0,0,16.0
6a217e5b8267300cb074e9f6,512.0,1,False,2026-06-04 20:59:36.611,0.0,769990.0,0,16.0
6a217e5b8267300cb074e9f7,1024.0,1,False,2026-06-04 20:59:36.611,0.0,1940990.0,1,16.0
6a217e5b8267300cb074ea00,256.0,1,False,2026-06-04 20:59:36.611,0.0,449990.0,0,8.0
6a217e5b8267300cb074ea01,500.0,1,False,2026-06-04 20:59:36.611,0.0,305990.0,0,4.0
6a217e5b8267300cb074ea04,512.0,1,False,2026-06-04 20:59:36.611,0.0,469990.0,0,8.0
6a217e5b8267300cb074ea06,1024.0,1,False,2026-06-04 20:59:36.611,0.0,2623990.0,1,16.0
6a217e5b8267300cb074ea07,1024.0,0,False,2026-06-04 20:59:36.611,0.0,3099990.0,1,32.0
6a217e5b8267300cb074ea09,512.0,1,False,2026-06-04 20:59:36.611,0.0,1174990.0,0,8.0
6a217e5b8267300cb074ea0b,1024.0,0,False,2026-06-04 20:59:36.611,0.0,2069990.0,1,32.0
6a217e5b8267300cb074ea0e,512.0,1,False,2026-06-04 20:59:36.611,0.0,515990.0,0,8.0
6a217e5b8267300cb074ea12,512.0,1,False,2026-06-04 20:59:36.611,0.0,1160990.0,4,16.0
6a217e5b8267300cb074ea1b,1024.0,0,False,2026-06-04 20:59:36.611,0.0,3149990.0,1,32.0
6a217e5b8267300cb074ea20,2048.0,3,False,2026-06-04 20:59:36.611,0.0,3948990.0,2,32.0
6a217e5b8267300cb074ea25,512.0,1,False,2026-06-04 20:59:36.611,0.0,899990.0,0,16.0
6a217e5b8267300cb074ea26,1024.0,1,False,2026-06-04 20:59:36.611,0.0,399990.0,4,16.0
6a217e5b8267300cb074ea2b,512.0,1,False,2026-06-04 20:59:36.612,0.0,399990.0,0,8.0
6a217e5b8267300cb074ea2c,512.0,1,False,2026-06-04 20:59:36.612,0.0,1099990.0,4,16.0
6a217e5b8267300cb074ea34,512.0,1,False,2026-06-04 20:59:36.612,0.0,469990.0,0,16.0
6a217e5b8267300cb074ea37,1024.0,0,False,2026-06-04 20:59:36.612,0.0,1493426.0,1,32.0
6a217e5b8267300cb074ea3f,512.0,1,False,2026-06-04 20:59:36.612,0.0,901990.0,0,16.0
6a217e5b8267300cb074ea46,1024.0,1,False,2026-06-04 20:59:36.612,0.0,1379990.0,4,16.0
6a217e5b8267300cb074ea53,512.0,1,False,2026-06-04 20:59:36.612,0.0,599990.0,0,8.0
6a217e5b8267300cb074ea5d,1024.0,1,False,2026-06-04 20:59:36.612,0.0,1149990.0,4,16.0
6a217e5b8267300cb074ea62,1024.0,0,False,2026-06-04 20:59:36.612,0.0,2262990.0,1,32.0
6a217e5b8267300cb074e871,512.0,1,False,2026-06-04 20:59:36.613,8.0,1632210.0,4,16.0
6a217e5b8267300cb074e872,512.0,1,False,2026-06-04 20:59:36.613,8.0,1632210.0,4,16.0
6a217e5b8267300cb074e876,1024.0,0,False,2026-06-04 20:59:36.613,8.0,2720943.0,1,32.0
6a217e5b8267300cb074e881,512.0,1,False,2026-06-04 20:59:36.613,0.0,599990.0,0,16.0
6a217e5b8267300cb074e883,256.0,1,False,2026-06-04 20:59:36.613,0.0,1300990.0,0,8.0
6a217e5b8267300cb074e888,1024.0,0,False,2026-06-04 20:59:36.613,0.0,2134990.0,1,32.0
6a217e5b8267300cb074e88c,512.0,1,False,2026-06-04 20:59:36.613,0.0,1096990.0,4,16.0
6a217e5b8267300cb074e88d,1024.0,0,False,2026-06-04 20:59:36.613,0.0,2599990.0,1,32.0
6a217e5b8267300cb074e892,1024.0,1,False,2026-06-04 20:59:36.613,0.0,669990.0,4,16.0
6a217e5b8267300cb074e898,256.0,1,False,2026-06-04 20:59:36.613,0.0,583990.0,0,8.0
6a217e5b8267300cb074e89a,512.0,1,False,2026-06-04 20:59:36.613,0.0,879990.0,0,16.0
6a217e5b8267300cb074e89c,512.0,1,False,2026-06-04 20:59:36.613,0.0,1159990.0,0,8.0
6a217e5b8267300cb074e8a0,512.0,1,False,2026-06-04 20:59:36.613,0.0,1041990.0,0,8.0
6a217e5b8267300cb074e8a3,256.0,1,False,2026-06-04 20:59:36.613,0.0,799990.0,0,8.0
6a217e5b8267300cb074e8a4,512.0,1,False,2026-06-04 20:59:36.613,0.0,745990.0,0,16.0
6a217e5b8267300cb074e8aa,512.0,1,False,2026-06-04 20:59:36.613,0.0,959990.0,0,8.0
6a217e5b8267300cb074e8b0,512.0,1,False,2026-06-04 20:59:36.614,0.0,599990.0,0,16.0
6a217e5b8267300cb074e8bf,1024.0,1,False,2026-06-04 20:59:36.614,0.0,1089990.0,4,16.0
6a217e5b8267300cb074e8c1,512.0,1,False,2026-06-04 20:59:36.614,0.0,499990.0,0,16.0
6a217e5b8267300cb074e8c2,512.0,1,False,2026-06-04 20:59:36.614,0.0,803990.0,0,16.0
6a217e5b8267300cb074e8c5,512.0,1,False,2026-06-04 20:59:36.614,0.0,749990.0,0,16.0
6a217e5b8267300cb074e8cb,512.0,1,False,2026-06-04 20:59:36.614,0.0,439990.0,0,8.0
6a217e5b8267300cb074e8cd,128.0,1,False,2026-06-04 20:59:36.614,0.0,249990.0,0,4.0
6a217e5b8267300cb074e8d3,1024.0,1,False,2026-06-04 20:59:36.614,0.0,669990.0,4,16.0
6a217e5b8267300cb074e8d7,512.0,1,False,2026-06-04 20:59:36.614,0.0,1029990.0,4,16.0
6a217e5b8267300cb074e8db,1024.0,1,False,2026-06-04 20:59:36.614,0.0,1319990.0,4,16.0
6a217e5b8267300cb074e8dc,512.0,2,False,2026-06-04 20:59:36.614,0.0,1499990.0,4,32.0
6a217e5b8267300cb074e8e0,512.0,1,False,2026-06-04 20:59:36.614,0.0,689990.0,0,16.0
6a217e5b8267300cb074e8e1,512.0,1,False,2026-06-04 20:59:36.614,0.0,1081990.0,4,16.0
6a217e5b8267300cb074e8e8,512.0,1,False,2026-06-04 20:59:36.614,0.0,548990.0,0,16.0
